_id,nombre,frec,edad_media
3822,RAMON JESUS,7,42.86
3823,RAMON LUIS,7,41.57
3824,RAUL ADRIAN,7,43.43
3825,RAUL GUADALUPE,7,46.57
3826,RAUL MARIO,7,41.29
3827,RAUL OMAR,7,39.29
3828,RAUL RENE,7,39.71
3829,RAUL RICARDO,7,45
3830,RAUL RODRIGO,7,39.57
3831,RAUL SERGIO,7,44.12
3832,RAUSEL,7,39.14
3833,RAYMUNDO ANTONIO,7,33.86
3834,RENE ALFONSO,7,47.57
3835,RENE MANUEL,7,43
3836,REYES FRANCISCO,7,36.71
3837,RICARDO FRANCISCO,7,40.29
3838,RICARDO ISRAEL,7,33.57
3839,RICARDO MARTIN,7,40.14
3840,RICARDO MIGUEL,7,40.57
3841,RICARDO OMAR,7,33.43
3842,ROBERTO ADRIAN,7,33.14
3843,ROBERTO ALONSO,7,33.43
3844,ROBERTO FERNANDO,7,41.86
3845,ROBERTO FRANCISCO,7,41.43
3846,ROBERTO LUIS,7,43.43
3847,ROBERTO RAMON,7,42
3848,RODOLFO ADRIAN,7,39.29
3849,RODOLFO ARTURO,7,40.29
3850,RODOLFO MANUEL,7,34
3851,RODRIGO ERNESTO,7,34.86
3852,ROGELIO DE JESUS,7,39
3853,ROGELIO IVAN,7,27.14
3854,ROGER DAVID,7,43.71
3855,RUDI,7,39.9
3856,SALIM,7,38.86
3857,SALVADOR ARTURO,7,38.14
3858,SAMUEL ALEJANDRO,7,29.29
3859,SAMUEL ANTONIO,7,44.43
3860,SANTIAGO MANUEL,7,37.86
3861,SAUL ALBERTO,7,33
3862,SERGIO AGUSTIN,7,36.43
3863,SERGIO BENJAMIN,7,41.57
3864,SERGIO ELIAS,7,45
3865,SERGIO EMMANUEL,7,27.71
3866,SERGIO GONZALO,7,45.57
3867,SERGIO JOSE,7,40.57
3868,SERGIO PAULO,7,35.57
3869,SERGIO RODOLFO,7,36.43
3870,SERGIO ROGELIO,7,42.71
3871,SERGIO SALVADOR,7,44.14
3872,SERGIO SAMUEL,7,42.86
3873,SETH,7,48.29
3874,SILBANO,7,46.57
3875,SINUE,7,33.29
3876,SOSIMO,7,38.43
3877,TLALOC,7,37.29
3878,TRANCITO,7,47.86
3879,ULTIMINIO,7,41
3880,URBINO,7,44.14
3881,URI,7,35
3882,VALENTINO,7,41.43
3883,VERULO,7,52
3884,VICENTE ALEJANDRO,7,36.71
3885,VICENTE ANTONIO,7,42.29
3886,VICENTE DE JESUS,7,43
3887,VICENTE JAVIER,7,46.57
3888,VICTOR AURELIO,7,42.43
3889,VICTOR EMILIO,7,38.86
3890,VICTOR LEONEL,7,38.14
3891,VICTOR MARIO,7,41.71
3892,VICTOR RUBEN,7,40.71
3893,VICTOR SANTIAGO,7,44.57
3894,VICTOR VICENTE,7,43.57
3895,VITALIANO,7,46.29
3896,WENSESLAO,7,47
3897,WILBERTH ANTONIO,7,40.57
3898,WILLIAM ALBERTO,7,45.29
3899,YOCUNDO,7,45.29
3900,YONY,7,35.14
3901,YOVANY,7,32
3902,ABEL ALEJANDRO,6,35.83
3903,ABEL ANTONIO,6,41
3904,ABEL RICARDO,6,42.17
3905,ABRAHAM ALEJANDRO,6,38.33
3906,ABRAHAM DE JESUS,6,33
3907,ABRAN,6,44.83
3908,ADAIR,6,28.5
3909,ADELIN,6,42
3910,ADRIAN ANTONIO,6,34.83
3911,ADRIANO,6,50.33
3912,AGUSTIN GERARDO,6,44.33
3913,ALAN EDUARDO,6,31
3914,ALBERTO ARMANDO,6,46.67
3915,ALBERTO DANIEL,6,41.83
3916,ALBERTO IVAN,6,33
3917,ALBERTO LUIS,6,48.67
3918,ALDO ERNESTO,6,32.33
3919,ALDO GABRIEL,6,31.67
3920,ALDO SERGIO,6,33.67
3921,ALEJANDRO RAFAEL,6,39.5
3922,ALFONSO ALBERTO,6,42
3923,ALFONSO DE JESUS,6,38.67
3924,ALFONSO MANUEL,6,46.17
3925,ALFONSO RAFAEL,6,37.83
3926,ALFREDO ARTURO,6,40.67
3927,ALVARO FRANCISCO,6,40.17
3928,ALVARO GABINO,6,45.33
3929,ANDRES HUMBERTO,6,40.33
3930,ANDRES MANUEL,6,54.5
3931,ANDRES MIGUEL,6,41.83
3932,ANGEL AGUSTIN,6,43.83
3933,ANGEL CARLOS,6,45.17
3934,ANGEL ERNESTO,6,39.33
3935,ANGEL NOE,6,38
3936,ANGEL RAUL,6,44.5
3937,ANTENOR,6,47.67
3938,ANTHONY,6,29.33
3939,ANTONIO ALFREDO,6,47.5
3940,ANTONIO RAFAEL,6,51.5
3941,ARGEL,6,29.43
3942,ARIEL ALBERTO,6,35.67
3943,ARIEL ENRIQUE,6,46
3944,ARMANDO ANTONIO,6,41
3945,ARMANDO GUADALUPE,6,44
3946,ARMANDO SILVESTRE,6,36
3947,ARTURO CESAR,6,41.83
3948,ARTURO EDUARDO,6,44
3949,ARTURO FRANCISCO,6,44.17
3950,ARTURO GABRIEL,6,33.33
3951,ARTURO GUILLERMO,6,45.67
3952,ARTURO ISRAEL,6,33.83
3953,ARTURO SALVADOR,6,44.17
3954,ASARIEL,6,44.5
3955,AUDIEL,6,39.33
3956,AVEL,6,44.67
3957,AYAX,6,37.83
3958,BENITO JOSE,6,44.33
3959,BENJAMIN ALEJANDRO,6,32.83
3960,BENJAMIN ANTONIO,6,46.5
3961,BILIULFO,6,43.33
3962,BISMARK,6,37.17
3963,BUENA VENTURA,6,43
3964,CARLOS ADAN,6,44.5
3965,CARLOS ALEXIS,6,37.83
3966,CARLOS AURELIO,6,39.33
3967,CARLOS CUAUHTEMOC,6,44.5
3968,CARLOS DAMIAN,6,36
3969,CARLOS ELIAS,6,32.67
3970,CARLOS ENRIQ,6,34.33
3971,CARLOS HERNAN,6,38.83
3972,CARLOS ISAAC,6,32
3973,CARLOS NICOLAS,6,42.83
3974,CARLOS RODRIGO,6,34.33
3975,CARLOS SAMUEL,6,37.33
3976,CARLOS VICTOR,6,49.17
3977,CARLOS VIDAL,6,38.67
3978,CELIN,6,42.29
3979,CERAFIN,6,49.33
3980,CESAR CUAUHTEMOC,6,46.17
3981,CESAR EMMANUEL,6,25.5
3982,CESAR HOMERO,6,40.83
3983,CESAR HUGO,6,43.17
3984,CESAR IGNACIO,6,38.83
3985,CESAR OSWALDO,6,39
3986,CESAR ROBERTO,6,35.83
3987,CESAR RODOLFO,6,36.5
3988,CESAR RUBEN,6,40.17
3989,CESAR URIEL,6,29.83
3990,CHRISTIAN ENRIQUE,6,30.67
3991,CHRISTIAN GERARDO,6,26.67
3992,CHRISTIAN ULISES,6,29.5
3993,CINAR,6,44
3994,CLAUDIA,6,37.44
3995,CLAUDIO CESAR,6,39.17
3996,CONRRADO,6,42
3997,CRISOSTOMO,6,43.67
3998,CRISTIAN ALBERTO,6,30.17
3999,CRISTIAN DE JESUS,6,29.14
4000,CRUZ ARMANDO,6,35.17
4001,CUSTODIO,6,48
4002,DAHIR,6,31.67
4003,DANIEL ANDRES,6,37.5
4004,DANIEL FRANCISCO,6,33.33
4005,DANIEL GUADALUPE,6,35
4006,DANIEL ISAAC,6,28.67
4007,DAVID ANGEL,6,39.17
4008,DAVID ELIAS,6,36.17
4009,DAVID EMMANUEL,6,27.5
4010,DAVID ISAAC,6,33.5
4011,DAVID JAVIER,6,42.33
4012,DAVID RAFAEL,6,41.83
4013,DAVID SALVADOR,6,30.17
4014,DAVID SAUL,6,41.33
4015,DAVID ULISES,6,34.83
4016,DENNIS,6,31.24
4017,DIEGO ALFONSO,6,31
4018,DOMINGO ALBERTO,6,48.17
4019,EDER JAIR,6,26.17
4020,EDGAR ANGEL,6,34.5
4021,EDGAR BALTAZAR,6,31.5
4022,EDGAR EMILIO,6,34.33
4023,EDGAR FABRICIO,6,32.17
4024,EDGAR FIDEL,6,32.83
4025,EDGAR GABRIEL,6,32
4026,EDGAR HORACIO,6,36.17
4027,EDGAR JOEL,6,28.5
4028,EDGAR JONATHAN,6,29.5
4029,EDGAR JOSUE,6,29.83
4030,EDGAR LEONEL,6,31
4031,EDGAR OCTAVIO,6,32.33
4032,EDGAR PAUL,6,35.17
4033,EDGAR ROGELIO,6,35.17
4034,EDGAR SALVADOR,6,36.33
4035,EDUARDO ALFREDO,6,39
4036,EDUARDO BENJAMIN,6,42.33
4037,EDUARDO CESAR,6,36.83
4038,EDUARDO DAVID,6,33.17
4039,EDUARDO IGNACIO,6,35.33
4040,EDUARDO ISMAEL,6,31.17
4041,EDWIN ANTONIO,6,33.5
4042,ELIASIB,6,31
4043,ELIHU,6,37.67
4044,ELIZARDO,6,35.5
4045,ELVIRO,6,48.5
4046,EMIDIO,6,43.17
4047,EMMANUEL ANTONIO,6,30.5
4048,ENEAS,6,35.67
4049,ENRIQUE DANIEL,6,36.83
4050,ENRIQUE DAVID,6,39.17
4051,ENRIQUE DEL CARMEN,6,48
4052,ENRIQUE GUADALUPE,6,40
4053,ERIC FRANCISCO,6,36
4054,ERIC OMAR,6,29.67
4055,ERICK ADRIAN,6,31.33
4056,ERICK JAVIER,6,29.83
4057,ERNESTO ALBERTO,6,41.33
4058,ERNESTO GUADALUPE,6,36.29
4059,ERNESTO IVAN,6,32.67
4060,ERNESTO JESUS,6,35
4061,ERUBEY,6,36.17
4062,ESTREBERTO,6,50
4063,EUSEVIO,6,48.33
4064,EUSTASIO,6,54.67
4065,EVERALDO,6,37.17
4066,FABIEL,6,34.17
4067,FEDERICO ALBERTO,6,44.83
4068,FEDERICO ANTONIO,6,36.67
4069,FELIPE DEL JESUS,6,38.17
4070,FELIPE EDUARDO,6,45.33
4071,FELIPE JOSE,6,45.83
4072,FELIX DANIEL,6,36.33
4073,FELIX JAVIER,6,46
4074,FELIX JESUS,6,40.33
4075,FELIX JOSE,6,51.83
4076,FELIX OMAR,6,31.83
4077,FERMIN ANTONIO,6,47.17
4078,FERNANDO ADRIAN,6,39.83
4079,FERNANDO ALFONSO,6,39.5
4080,FERNANDO DAVID,6,35.67
4081,FERNANDO GERARDO,6,45
4082,FERNANDO MARCOS,6,40
4083,FERNANDO ROBERTO,6,44.67
4084,FERNEL,6,42.5
4085,FIDEL ARMANDO,6,46.83
4086,FLAVIO ANTONIO,6,42.83
4087,FRANCISCO A,6,50.33
4088,FRANCISCO AARON,6,40.17
4089,FRANCISCO AURELIO,6,46
4090,FRANCISCO ESTEBAN,6,48.33
4091,FRANCISCO EZEQUIEL,6,33.83
4092,FRANCISCO FIDEL,6,43.5
4093,FRANCISCO FILIBERTO,6,48.33
4094,FRANCISCO GERMAN,6,41.83
4095,FRANCISCO JULIAN,6,41.67
4096,FRANCISCO OMAR,6,36.17
4097,FRANCISCO SEBASTIAN,6,40.67
4098,FREDDI,6,46.67
4099,FROEBEL,6,41.33
4100,FULVIO,6,46.67
4101,GABRIEL GUADALUPE,6,33.67
4102,GABRIEL MARTIN,6,43.33
4103,GABRIELA,6,37.11
4104,GAVINO,6,35.67
4105,GERARDO ESTEBAN,6,48.67
4106,GERMAN ALEJANDRO,6,33
4107,GERSOM,6,37.5
4108,GILBERTO IVAN,6,34.5
4109,GILBERTO ROMAN,6,40.33
4110,GIOVANY,6,27.67
4111,GONZALO ANTONIO,6,46.29
4112,GREGORIO MANUEL,6,42
4113,GUADALUPE IVAN,6,32.17
4114,GUDELIO,6,45.33
4115,GUERRERO,6,41.14
4116,GUILIBALDO,6,43.33
4117,GUILLERMO ALFONSO,6,40.33
4118,GUILLERMO GUADALUPE,6,42.17
4119,GUILLERMO IVAN,6,29.33
4120,GUILLERMO JAVIER,6,40.67
4121,GUILLERMO LUIS,6,53.33
4122,GUSTAVO RENE,6,42
4123,HAMLET,6,36.33
4124,HARVEY,6,40.33
4125,HECTOR ANDRES,6,38.5
4126,HECTOR GERMAN,6,49.67
4127,HECTOR GREGORIO,6,45.83
4128,HECTOR MANU,6,43.5
4129,HECTOR MOISES,6,37.67
4130,HECTOR RAMIRO,6,42.33
4131,HECTOR RODOLFO,6,49.67
4132,HECTOR ROLANDO,6,39.17
4133,HELDER,6,32.33
4134,HERNAN FRANCISCO,6,38.33
4135,HIDELBERTO,6,39
4136,HOMOBONO,6,44.17
4137,HUGO ALFONSO,6,42
4138,HUGO BENJAMIN,6,41.17
4139,HUGO CARLOS,6,47.17
4140,HUGO ISRAEL,6,33.67
4141,HUGO JOSE,6,42.83
4142,HUGO LEONEL,6,35
4143,HUGO ROGELIO,6,39.33
4144,HUITZILIHUITL,6,35.5
4145,IGNACIO ARTURO,6,34.83
4146,IGNACIO JESUS,6,41.33
4147,IGNACIO MANUEL,6,42.33
4148,IGNACIO RAFAEL,6,44.83
4149,IROEL,6,29.83
4150,ISABELINO,6,45.67
4151,J APOLINAR,6,50.17
4152,J ARTURO,6,49.17
4153,J ASENCION,6,54
4154,J EDUARDO,6,49.83
4155,J ERNESTO,6,56
4156,J FERNANDO,6,54
4157,J GABRIEL,6,53.33
4158,J INOCENTE,6,52.33
4159,J LUZ,6,45.17
4160,J. INES,6,50.67
4161,J. INOCENTE,6,55.17
4162,J. ISMAEL,6,49.83
4163,J. MARIO,6,50.5
4164,JABIER,6,49.67
4165,JAFET,6,30.71
4166,JAIME ADOLFO,6,45.67
4167,JAIME ARMANDO,6,44.17
4168,JAIME OCTAVIO,6,45.5
4169,JAIME ROGELIO,6,47.33
4170,JAIRZINHO,6,38.33
4171,JARED,6,28.27
4172,JAVIER ABRAHAM,6,30.83
4173,JAVIER AUGUSTO,6,41.5
4174,JAVIER RAFAEL,6,44.5
4175,JAVIER SANTIAGO,6,43.83
4176,JEAN PAUL,6,33.17
4177,JESUS ANSELMO,6,38.83
4178,JESUS CANDELARIO,6,39.67
4179,JESUS DOMINGO,6,40
4180,JESUS EDMUNDO,6,38.17
4181,JESUS EMANUEL,6,29.83
4182,JESUS ERASMO,6,43.67
4183,JESUS EUGENIO,6,38
4184,JESUS ISAIAS,6,43.17
4185,JESUS ISIDRO,6,40.33
4186,JESUS JOAQUIN,6,44
4187,JESUS MANU,6,46.17
4188,JESUS MANUE,6,44.5
4189,JESUS NICOLAS,6,45.17
4190,JESUS REY,6,46.5
4191,JESUS REYES,6,34.83
4192,JESUS SANTOS,6,40.5
4193,JESUS TRINIDAD,6,39.86
4194,JESUS VLADIMIR,6,34.33
4195,JOAQUIN ALEJANDRO,6,32.67
4196,JOEL ADRIAN,6,34.83
4197,JOEL DE JESUS,6,40.17
4198,JOEL GERARDO,6,41.33
4199,JOEL MANUEL,6,35.67
4200,JOEL ROBERTO,6,40.17
4201,JORGE AARON,6,34.83
4202,JORGE AGUSTIN,6,42.67
4203,JORGE EUGENIO,6,44.17
4204,JORGE HERIBERTO,6,37.43
4205,JORGE JAIME,6,51.67
4206,JORGE LORENZO,6,41.67
4207,JORGE NOE,6,35.5
4208,JOSE A,6,52.33
4209,JOSE AMBROSIO,6,51.83
4210,JOSE ARMAND,6,52
4211,JOSE BRAULIO,6,39.17
4212,JOSE BRUNO,6,43
4213,JOSE CAYETANO,6,50.5
4214,JOSE DANTE,6,38.5
4215,JOSE DEL PILAR,6,46.83
4216,JOSE DIONICIO,6,53.67
4217,JOSE EDWIN,6,41.67
4218,JOSE ELADIO,6,48.67
4219,JOSE ELIGIO,6,48.67
4220,JOSE ELMER,6,47.5
4221,JOSE ERIC,6,40.83
4222,JOSE EULALIO,6,42.67
4223,JOSE GAMALIEL,6,47.67
4224,JOSE GUAD,6,49.67
4225,JOSE JAIRO,6,46.33
4226,JOSE JUAN MANUEL,6,43.17
4227,JOSE JUSTINO,6,48.33
4228,JOSE LUIS ANTONIO,6,48
4229,JOSE MARCO ANTONIO,6,53.67
4230,JOSE MATEO,6,50
4231,JOSE MAURILIO,6,42
4232,JOSE MELQUIADES,6,47.17
4233,JOSE NELSON,6,38.5
4234,JOSE NICANOR,6,47
4235,JOSE OTONIEL,6,41
4236,JOSE PONCIANO,6,50.5
4237,JOSE RENAN,6,42.5
4238,JOSE ROMEO,6,37.83
4239,JOSE ROMUALDO,6,45.67
4240,JOSE ROQUE,6,49.5
4241,JOSE SIMON,6,50
4242,JOSE SOTERO,6,52.17
4243,JOSE URBANO,6,50.83
4244,JOSE VICTORINO,6,49.17
4245,JOSE WILLIAM,6,38.67
4246,JUAN ALBINO,6,45.67
4247,JUAN AMADO,6,44.33
4248,JUAN AURELIO,6,35
4249,JUAN ELOY,6,43
4250,JUAN EUGENIO,6,36.5
4251,JUAN EZEQUIEL,6,40.67
4252,JUAN F,6,56
4253,JUAN FIDEL,6,42.5
4254,JUAN GENARO,6,49.17
4255,JUAN HUGO,6,45.83
4256,JUAN ISABEL,6,50.17
4257,JUAN J,6,49.5
4258,JUAN LEOPOLDO,6,50
4259,JUAN ORLANDO,6,44.29
4260,JUAN OSWALDO,6,31.33
4261,JUAN R,6,53.33
4262,JUAN RANULFO,6,48.33
4263,JUAN RAYMUNDO,6,48
4264,JUAN SIMON,6,50.83
4265,JUAN ULISES,6,41.17
4266,JUAN VENANCIO,6,46.17
4267,JULIAN ALBERTO,6,42.33
4268,JULIO ARTURO,6,45.5
4269,JULIO DAMIAN,6,48
4270,JULIO GUADALUPE,6,39
4271,JULIO JESUS,6,35.33
4272,JULIO RAFAEL,6,45.67
4273,JULIO RENE,6,41.33
4274,JULIO SERGIO,6,32.83
4275,LEONARDO ALBERTO,6,41
4276,LEONARDO ENRIQUE,6,41.33
4277,LEONARDO JAVIER,6,31.67
4278,LEYVER,6,32.5
4279,LIDIA,6,44.25
4280,LIGORIO,6,47
4281,LINDOLFO,6,52.83
4282,LINO ALBERTO,6,42.83
4283,LONGINOS,6,50
4284,LORENSO,6,45.5
4285,LORENZO ALBERTO,6,39.83
4286,LUCINDO,6,48.5
4287,LUIS ANTONI,6,37.5
4288,LUIS ARNOLDO,6,46
4289,LUIS ARNULFO,6,35.67
4290,LUIS ARTEMIO,6,48.5
4291,LUIS EFRAIN,6,47.83
4292,LUIS FEDERICO,6,48.5
4293,LUIS FERMIN,6,38.5
4294,LUIS FERNAN,6,36.33
4295,LUZ,6,47.77
4296,MA GUADALUPE,6,46.73
4297,MACIEL,6,35.84
4298,MANLIO FABIO,6,48.67
4299,MANUEL ABRAHAM,6,36.5
4300,MANUEL BERNARDO,6,38.33
4301,MANUEL DE JE,6,42
4302,MANUEL ISMAEL,6,41.17
4303,MANUEL JAIME,6,50.83
4304,MANUEL RUBEN,6,49
4305,MANUEL SANTIAGO,6,42.33
4306,MANUEL ULISES,6,38
4307,MARCOS JAVIER,6,39.17
4308,MARCOS MIGUEL,6,38.67
4309,MARIA ISABEL,6,42.3
4310,MARIA MAGDALENA,6,43.82
4311,MARIANO ANTONIO,6,36
4312,MARIO ADOLFO,6,43
4313,MARIO DAVID,6,45.83
4314,MARIO EDGAR,6,35.67
4315,MARIO GUILLERMO,6,37.83
4316,MARIO HUGO,6,42.5
4317,MARIO RENE,6,45
4318,MARIO SEBASTIAN,6,51.17
4319,MARTIN ARIEL,6,42.5
4320,MARTIN FELIPE,6,46.29
4321,MARTIN GONZALO,6,45.33
4322,MARTIN HORACIO,6,49.33
4323,MARTIN ISRAEL,6,32
4324,MARTIN MIGUEL,6,43.33
4325,MARTIN NOE,6,49.67
4326,MARTIN RENE,6,38.17
4327,MARTIN ROLANDO,6,40
4328,MAURICIO ALEJANDRO,6,38.14
4329,MIGUEL ADRIAN,6,32.33
4330,MIGUEL GABRIEL,6,46.5
4331,MIGUEL GUILLERMO,6,42
4332,MIGUEL SALVADOR,6,53.67
4333,MILTON JAVIER,6,38.17
4334,MIZRAIM,6,32.88
4335,MOISES FRANCISCO,6,46
4336,NARCISO DE JESUS,6,39.17
4337,NEOFITO,6,53.5
4338,NESTOR ADRIAN,6,34.83
4339,NESTOR ALONSO,6,35
4340,NESTOR EDUARDO,6,39
4341,NESTOR JESUS,6,29.33
4342,NESTOR JOSE,6,39.83
4343,NESTOR MIGUEL,6,35.17
4344,NICODEMO,6,42
4345,NOE ANTONIO,6,34.33
4346,ODILIO,6,45.5
4347,OMAR ADRIAN,6,29.67
4348,OMAR ALI,6,30
4349,OMAR FELIPE,6,30.33
4350,OMAR GERARDO,6,33
4351,OMAR JAVIER,6,33
4352,OMAR RAFAEL,6,33.17
4353,OMEGAR,6,39.5
4354,ORFANEL,6,47
4355,ORIEL,6,45.33
4356,OSCAR ANGEL,6,42.5
4357,OSCAR CESAR,6,39.5
4358,OSCAR EFREN,6,40.17
4359,OSCAR FEDERICO,6,41.33
4360,OSCAR LENIN,6,37.17
4361,OSCAR MAURICIO,6,34.5
4362,OSCAR ORLANDO,6,36.33
4363,OSCAR PEDRO,6,31
4364,OSCAR RODOLFO,6,41
4365,OSCAR SALVADOR,6,39.67
4366,OSMIN,6,40.5
4367,PABLO ALEJANDRO,6,35.5
4368,PABLO DAVID,6,44.5
4369,PABLO ISRAEL,6,30.83
4370,PABLO MANUEL,6,41.17
4371,PABLO SALVADOR,6,40.67
4372,PACO,6,47.67
4373,PARIS,6,35.43
4374,PATRICIA,6,42.41
4375,PEDRO AARON,6,32
4376,PEDRO ADRIAN,6,39.33
4377,PEDRO EMMANUEL,6,26.33
4378,PEDRO ISMAEL,6,41
4379,PEDRO JULIAN,6,43.71
4380,PEDRO MARCELINO,6,44
4381,PEDRO PASCUAL,6,48.17
4382,PEDRO RICARDO,6,42.17
4383,PEDRO RUBEN,6,46.5
4384,PERICLES,6,39.17
4385,PIO,6,50.83
4386,QUINTIL,6,52.67
4387,RAFAEL ALFONSO,6,39.17
4388,RAFAEL GUADALUPE,6,43.83
4389,RAFAEL LUIS,6,44.33
4390,RAMON ALONSO,6,36.5
4391,RAMON OMAR,6,40.17
4392,RAMON RENE,6,49.5
4393,RAMON RICARDO,6,37.67
4394,RAMON ROBERTO,6,43.83
4395,RAUL FELIPE,6,38
4396,RAUL IGNACIO,6,47.5
4397,RAUL RAMON,6,55.5
4398,RAUL SANTIAGO,6,45.5
4399,RAYMUNDO JESUS,6,45.17
4400,REMEDIO,6,45.56
4401,RENE DAVID,6,42.17
4402,RENE FRANCISCO,6,34.33
4403,RENE JESUS,6,39
4404,REYES MANUEL,6,45.67
4405,RICARDO ANDRES,6,42.5
4406,RICARDO EDUARDO,6,42.67
4407,RICARDO EMMANUEL,6,32.5
4408,RICARDO LUIS,6,45
4409,RICARDO NICOLAS,6,39.83
4410,RICARDO ULISES,6,31.33
4411,RIDER,6,42.33
4412,ROBER,6,43
4413,ROBERTO ALFONSO,6,42.5
4414,ROBERTO HUGO,6,46.67
4415,ROBERTO MARTIN,6,49.17
4416,ROBERTO MIGUEL,6,37.83
4417,ROBERTO OMAR,6,35.67
4418,ROBERTO RUBEN,6,47.5
4419,ROBERTO ULISES,6,38.83
4420,ROCAEL,6,47.5
4421,RODOLFO ALBERTO,6,41.5
4422,RODOLFO ALFREDO,6,50.17
4423,RODOLFO FRANCISCO,6,41.5
4424,RODOLFO JESUS,6,37.67
4425,RODOLFO JOSE,6,45.67
4426,RODRIGUEZ,6,49.67
4427,ROGELIO GUADALUPE,6,36
4428,ROGELIO OMAR,6,32.33
4429,ROGERS,6,45
4430,ROMALDO,6,50.33
4431,ROMAN ALBERTO,6,38.33
4432,ROMAN JESUS,6,40.83
4433,ROMELIO,6,47
4434,RONNIE,6,33.83
4435,ROQUE ANTONIO,6,39.5
4436,ROSEL,6,46.57
4437,ROSELINO,6,43.5
4438,RUMALDO,6,48
4439,SACRAMENTO,6,55.67
4440,SALVADOR ALBERTO,6,45.67
4441,SALVADOR ANTONIO,6,33.33
4442,SAMUEL EDUARDO,6,40.5
4443,SANTA CRUZ,6,49.82
4444,SANTIAGO ARTURO,6,43.17
4445,SAUL ALEJANDRO,6,31.17
4446,SAUL DE JESUS,6,36
4447,SAUL EDUARDO,6,37.5
4448,SAUL FERNANDO,6,38.33
4449,SAUL FRANCISCO,6,32.5
4450,SERGIO ANDRES,6,35.67
4451,SERGIO FELIPE,6,42
4452,SERGIO FIDEL,6,37.83
4453,SERGIO GUILLERMO,6,45.67
4454,SERGIO ISMAEL,6,36.5
4455,SERGIO JUAN,6,51
4456,SERGIO LEONEL,6,44.17
4457,SERGIO ROMAN,6,34.83
4458,SERGIO TOMAS,6,51.17
4459,SULPICIO,6,39.67
4460,TARCISIO,6,47
4461,TARSICIO,6,50.33
4462,TILO,6,42.67
4463,TOMAS DE JESUS,6,46.83
4464,TOMAS FERNANDO,6,45.33
4465,ULISES ALEJANDRO,6,34.17
4466,URIAS,6,43.57
4467,USBALDO,6,41
4468,VICENTE GUADALUPE,6,44.17
4469,VICENTE MANUEL,6,49.83
4470,VICTOR ABEL,6,49
4471,VICTOR ABRAHAM,6,37
4472,VICTOR JOSUE,6,26.33
4473,VICTOR LEONARDO,6,38.83
4474,VICTOR RODOLFO,6,47.5
4475,VICTOR SALVADOR,6,46.5
4476,VICTOR SAUL,6,36.17
4477,VICTOR URIEL,6,31.5
4478,VITO,6,47.83
4479,WILDER,6,35.33
4480,WILLIAM ANTONIO,6,45.17
4481,WILLIAM JESUS,6,48
4482,WILSON ISMAEL,6,40.33
4483,XICOHTENCATL,6,34.83
4484,YAMIL,6,38
4485,YONATHAN,6,28.17
4486,YSRAEL,6,50
4487,YUREN,6,39.67
4488,ZABDIEL,6,40.33
4489,ABACUC,5,41
4490,ABERTANO,5,51.6
4491,ADAUTO,5,42.2
4492,ADDIEL,5,33.8
4493,ADELAYDO,5,42.8
4494,ADEMIR,5,30.2
4495,ADRIAN EDGARDO,5,39.6
4496,ADRIAN GERARDO,5,41.2
4497,ADRIANA,5,36.86
4498,AGUSTIN ANTONIO,5,44
4499,AGUSTIN MANUEL,5,53.4
4500,AHUITZOTL,5,34.2
4501,ALBERICO,5,41.4
4502,ALBERTO A,5,52.4
4503,ALBERTO ABRAHAM,5,32.6
4504,ALBERTO AGUSTIN,5,38.6
4505,ALBERTO GERARDO,5,43.8
4506,ALBERTO JESUS,5,47.6
4507,ALBERTO MARTIN,5,41.8
4508,ALBERTO MIGUEL,5,41.8
4509,ALBERTO RAMON,5,47.8
4510,ALDO ALBERTO,5,37.4
4511,ALDO FERNANDO,5,30.8
4512,ALDO ISRAEL,5,31.2
4513,ALDO JOSE,5,28.8
4514,ALDO OMAR,5,32.4
4515,ALEJANDRO A,5,48.4
4516,ALEJANDRO GABRIEL,5,43
4517,ALEJANDRO ISRAEL,5,35.6
4518,ALEJANDRO JESUS,5,35.4
4519,ALEJANDRO MANUEL,5,41.2
4520,ALEXI,5,35.4
4521,ALFONSO ANTONIO,5,42.2
4522,ALFONSO ARMANDO,5,51.4
4523,ALFONSO OCTAVIO,5,52.6
4524,ALFONSO ROBERTO,5,48.6
4525,ALFONSO RUBEN,5,41.2
4526,ALFONSO SALVADOR,5,34.2
4527,ALFREDO ALBERTO,5,42.2
4528,ALFREDO ALEJANDRO,5,40.6
4529,ALFREDO JESUS,5,45.2
4530,ALVARO ALBERTO,5,47.4
4531,ALVARO ALEJANDRO,5,40.2
4532,ALVARO ENRIQUE,5,42
4533,ALVARO JOSE,5,45.2
4534,ALVARO MARTIN,5,41.2
4535,ANA MARIA,5,45.13
4536,ANDRES CRISTOBAL,5,50
4537,ANDRES DAVID,5,43.2
4538,ANDRES GERARDO,5,38.4
4539,ANDREY,5,35.33
4540,ANGEL ANDRES,5,40.6
4541,ANGEL ARNULFO,5,43
4542,ANGEL CUSTODIO,5,48.2
4543,ANGEL DAMIAN,5,36
4544,ANGEL EMILIO,5,44.6
4545,ANGEL FABIAN,5,35.6
4546,ANGEL GUILLERMO,5,37.4
4547,ANGEL REMIGIO,5,54.4
4548,ANGEL RENE,5,43.8
4549,ANGEL ROMAN,5,47.6
4550,ANSBERTO,5,51
4551,ANTONIA,5,45.28
4552,ANTONIO ARIEL,5,48.6
4553,ANTONIO ERNESTO,5,47.4
