_id,apellido,frec_pri,frec_seg
5141,WINKLER,8,0
5142,XAHUENTITLA,8,22
5143,XOOC,8,12
5144,YEPIS,8,0
5145,YEVERINO,8,8
5146,YONCA,8,6
5147,YONG,8,9
5148,YRURZUM,8,0
5149,ZALDO,8,0
5150,ZANABRIGA,8,0
5151,ZANJUAMPA,8,0
5152,ZAPATERO,8,16
5153,ZARINANA,8,12
5154,ZOTEA,8,0
5155,ZUBIRI,8,10
5156,ZULUAGA,8,7
5157,ÑECO,8,5
5158,ABRICA,7,8
5159,ADUNA,7,9
5160,AGANZA,7,0
5161,AGUAZUL,7,0
5162,AGUEROS,7,8
5163,AGUI%AGA,7,6
5164,AHUACTZI,7,10
5165,AHUATZIN,7,7
5166,AHUEJOTE,7,9
5167,AHUELICAN,7,0
5168,AJA,7,10
5169,ALBANIL,7,6
5170,ALBUERNE,7,0
5171,ALCOSER,7,6
5172,ALMONACI,7,0
5173,ALQUICIREZ,7,0
5174,AMANTE,7,16
5175,AMAVISCA,7,0
5176,AMOR,7,12
5177,ANDALCO,7,0
5178,ANDUEZA,7,7
5179,ANGELARES,7,5
5180,ANIBAL,7,0
5181,ANOTA,7,10
5182,ANTELO,7,12
5183,ANTERO,7,0
5184,ANZALDUA,7,0
5185,AQUILES,7,0
5186,ARACEN,7,5
5187,ARCHI,7,0
5188,ARENAL,7,11
5189,ARGOT,7,0
5190,ARINES,7,0
5191,ARMIENTA,7,0
5192,ARONIA,7,0
5193,ARREGUI,7,0
5194,ARRON,7,0
5195,ARTIGAS,7,17
5196,ASENCION,7,0
5197,ATANASIO,7,7
5198,ATLAHUA,7,11
5199,AUZA,7,0
5200,AVENDA¤O,7,17
5201,AVITUA,7,0
5202,AYAPANTECATL,7,7
5203,AYAR,7,19
5204,AYERDE,7,10
5205,BAIZA,7,0
5206,BAJECA,7,7
5207,BALANDRANO,7,7
5208,BANCHEZ,7,0
5209,BARQUET,7,0
5210,BARRENA,7,0
5211,BARRERO,7,0
5212,BARZALOBRE,7,5
5213,BASAÑEZ,7,0
5214,BAUZA,7,13
5215,BEATRIZ,7,30
5216,BELMAR,7,0
5217,BENJAMIN,7,0
5218,BERINO,7,0
5219,BETANCES,7,7
5220,BIXANO,7,5
5221,BIZARRO,7,11
5222,BLACKALLER,7,0
5223,BOETA,7,0
5224,BORRALLAS,7,0
5225,BRENA,7,11
5226,BRENES,7,6
5227,BRENIS,7,5
5228,BRUSSOLO,7,0
5229,BUJANOS,7,11
5230,BURGUE%O,7,0
5231,BURQUEZ,7,13
5232,CABA%AS,7,7
5233,CABEZA,7,19
5234,CADO,7,0
5235,CALDERILLA,7,0
5236,CALDINO,7,0
5237,CALIXTRO,7,11
5238,CALLEJO,7,5
5239,CALZADO,7,0
5240,CAMAÑOS,7,0
5241,CANDILA,7,11
5242,CANUTO,7,17
5243,CAPITAN,7,6
5244,CARABANTES,7,5
5245,CARAZO,7,6
5246,CARPINTEIRO,7,0
5247,CARRE,7,0
5248,CARRIOLA,7,0
5249,CASERES,7,5
5250,CATON,7,0
5251,CEL,7,12
5252,CELDO,7,0
5253,CEME,7,0
5254,CERROBLANCO,7,8
5255,CEVALLOS,7,5
5256,CHAMIZO,7,9
5257,CHANES,7,10
5258,CHAPOL,7,6
5259,CHEPETLA,7,5
5260,CHERON,7,0
5261,CHICATTI,7,5
5262,CHIGUIL,7,6
5263,CHINCHILLAS,7,8
5264,CHIRIVISTA,7,0
5265,CHONCOA,7,9
5266,CHORENO,7,10
5267,CHUNGA,7,0
5268,CICERO,7,0
5269,CIRIO,7,5
5270,COCULA,7,0
5271,COLINDRES,7,7
5272,COLIS,7,22
5273,COMO,7,0
5274,COMPAÑ,7,0
5275,CONS,7,0
5276,COPCA,7,16
5277,CORALES,7,8
5278,CORTINEZ,7,5
5279,CORZA,7,0
5280,COUDER,7,0
5281,COVIAN,7,6
5282,COXTINICA,7,6
5283,COYAC,7,0
5284,CRAULES,7,0
5285,CREANO,7,0
5286,CRISTEN,7,0
5287,CRUZ MANJARREZ,7,0
5288,CUA,7,8
5289,CUATETA,7,14
5290,CUBEDO,7,8
5291,D,7,5
5292,DANIELS,7,0
5293,DARDON,7,12
5294,DATTOLI,7,6
5295,DAUZON,7,0
5296,DE LA MADRID,7,7
5297,DE LA PORTILLA,7,9
5298,DE ROSAS,7,0
5299,DEAGUEROS,7,6
5300,DEARA,7,12
5301,DECIDERIO,7,7
5302,DECUIR,7,0
5303,DELVAL,7,0
5304,DEMUNER,7,0
5305,DESAIDA,7,0
5306,DIARTE,7,12
5307,DONIZ,7,0
5308,DUANA,7,0
5309,DUCOING,7,0
5310,EGUINO,7,9
5311,EGUREN,7,6
5312,ELENO,7,5
5313,ELIODORO,7,0
5314,EMBA,7,0
5315,ENCINA,7,6
5316,ENCINIA,7,5
5317,ERASMO,7,0
5318,ESCOLASTICO,7,0
5319,ESCUDILLO,7,0
5320,ESPINOS,7,0
5321,ESTELA,7,6
5322,ESTILLA,7,0
5323,EVANS,7,7
5324,EXIGA,7,6
5325,EZQUIVEL,7,9
5326,FARARONI,7,11
5327,FAVIAN,7,0
5328,FIGAROLA,7,0
5329,FLATCHER,7,0
5330,FLORAN,7,0
5331,FRUCTUOSO,7,8
5332,FRUTIS,7,10
5333,GALINDREZ,7,0
5334,GAMBINO,7,0
5335,GANZO,7,5
5336,GARCIGLIA,7,0
5337,GAVITO,7,0
5338,GAZCON,7,6
5339,GIESSELER,7,0
5340,GORROCHOTEGUI,7,0
5341,GRACIAN,7,6
5342,GRAILLET,7,0
5343,GUIOT,7,0
5344,GUMECINDO,7,6
5345,HERNANDO,7,0
5346,HERRAN,7,6
5347,HIRATA,7,0
5348,HORCASITAS,7,6
5349,HOYO,7,6
5350,HUELITL,7,0
5351,HUMARAN,7,0
5352,IDELFONSO,7,0
5353,IRECTA,7,5
5354,ISAS,7,0
5355,ISUNZA,7,12
5356,JACQUES,7,5
5357,JARALILLO,7,5
5358,JARIZ,7,14
5359,JAYME,7,8
5360,JUANCHI,7,0
5361,JUVERA,7,7
5362,KINIL,7,10
5363,KOMUKAI,7,0
5364,LABORIN,7,7
5365,LAJA,7,0
5366,LANDON,7,0
5367,LANGO,7,0
5368,LANUZA,7,10
5369,LARGO,7,14
5370,LAUTERIO,7,0
5371,LAZARINI,7,5
5372,LEANO,7,12
5373,LESCIEUR,7,11
5374,LEYTON,7,9
5375,LIBERATO,7,5
5376,LINARTE,7,7
5377,LIVERA,7,5
5378,LOE,7,6
5379,LOM,7,0
5380,LOMAN,7,8
5381,LONGARES,7,12
5382,LONGINES,7,7
5383,LOYDA,7,6
5384,LOYDE,7,13
5385,LUJA,7,0
5386,LUQUEÑO,7,11
5387,LUVIAN,7,12
5388,MAC,7,11
5389,MACIN,7,8
5390,MACOSSAY,7,0
5391,MADA,7,5
5392,MADRIZ,7,0
5393,MANGAS,7,6
5394,MANQUERO,7,7
5395,MARANTO,7,5
5396,MARAVER,7,0
5397,MAREZ,7,0
5398,MARGALLI,7,0
5399,MARIEL,7,6
5400,MARINELARENA,7,8
5401,MARISCALES,7,0
5402,MARITANO,7,0
5403,MARTINON,7,0
5404,MARTOS,7,5
5405,MASSA,7,9
5406,MASTACHI,7,0
5407,MATANCILLAS,7,0
5408,MAYARES,7,10
5409,MAÑON,7,10
5410,MELITON,7,11
5411,MEMBRILA,7,8
5412,MENACHO,7,0
5413,MENOR,7,0
5414,MERECIAS,7,12
5415,MERITO,7,9
5416,MERODIO,7,0
5417,MEXQUITIC,7,6
5418,MICHAUS,7,6
5419,MILANEZ,7,5
5420,MILLA,7,14
5421,MILPAS,7,0
5422,MINCHACA,7,0
5423,MIRAVETE,7,7
5424,MOLINARES,7,5
5425,MONICO,7,7
5426,MORAGA,7,6
5427,MOSQUEIRA,7,11
5428,MOTTA,7,5
5429,MOTTE,7,0
5430,MURUETA,7,0
5431,MUTHE,7,9
5432,MUÃ¿OA,7,5
5433,NACHEZ,7,5
5434,NAREDO,7,0
5435,NAVES,7,8
5436,NAÑEZ,7,9
5437,NEPITA,7,0
5438,NEPONUCENO,7,6
5439,NEQUIZ,7,11
5440,NODAL,7,0
5441,NOVELA,7,18
5442,NOVIA,7,8
5443,NU¤EZ,7,7
5444,OBLEA,7,0
5445,OCTAVO,7,0
5446,ODRIOZOLA,7,0
5447,OLAGUEZ,7,0
5448,OLAIZ,7,0
5449,OMA!A,7,9
5450,ORONZOR,7,5
5451,ORUETA,7,11
5452,PAITA,7,0
5453,PASCUALE!O,7,0
5454,PATATUCHI,7,5
5455,PATISHTAN,7,0
5456,PAYNO,7,0
5457,PEDRIN,7,5
5458,PELATOS,7,0
5459,PENATE,7,5
5460,PEQUE#O,7,9
5461,PERCASTRE,7,7
5462,PEREDIA,7,5
5463,PERIANZA,7,0
5464,PERPULI,7,11
5465,PERZABAL,7,0
5466,PESTAÑA,7,14
5467,PICHON,7,13
5468,PINETE,7,0
5469,PORTAL,7,0
5470,POXTAN,7,0
5471,PRIMITIVO,7,8
5472,QUIBRERA,7,0
5473,QUIME,7,5
5474,QUINTEROS,7,5
5475,QUINTIN,7,7
5476,RAIGOSA,7,0
5477,RECHY,7,6
5478,RECODER,7,0
5479,REGIN,7,0
5480,REGUERA,7,0
5481,RENAUD,7,0
5482,RESCALVO,7,10
5483,REVILLAS,7,0
5484,ROANO,7,6
5485,RODULFO,7,13
5486,ROEL,7,10
5487,ROMAGNOLI,7,0
5488,ROVIRA,7,0
5489,RUAN,7,8
5490,SAAB,7,0
5491,SABAH,7,0
5492,SAGARNAGA,7,0
5493,SAGASTEGUI,7,10
5494,SALASAR,7,0
5495,SALIGAN,7,8
5496,SALONES,7,0
5497,SALTIJERAL,7,0
5498,SAN PEDRO,7,13
5499,SANCHEZ DE LA VEGA,7,0
5500,SANTA ROSA,7,0
5501,SANTIBA%EZ,7,0
5502,SAQUIN,7,7
5503,SARACHO,7,0
5504,SARMINA,7,0
5505,SATOW,7,0
5506,SEGOBIA,7,8
5507,SEL,7,5
5508,SEQUEDA,7,0
5509,SERENA,7,9
5510,SERRET,7,8
5511,SHILON,7,0
5512,SIALIQUI,7,0
5513,SILLERO,7,6
5514,SIMONS,7,0
5515,SMER,7,0
5516,SOQUI,7,7
5517,SOTENO,7,0
5518,SU,7,0
5519,SUSUNAGA,7,13
5520,TABARDILLO,7,9
5521,TECOTL,7,0
5522,TECUANHUEY,7,6
5523,TEMOXTLE,7,14
5524,TENDERO,7,0
5525,TENOPALA,7,0
5526,TEPEC,7,23
5527,TERESA,7,17
5528,TERRAZA,7,12
5529,TEUTLE,7,10
5530,THOMAS,7,12
5531,TIANGUISTENGO,7,0
5532,TINTOR,7,5
5533,TLACOMULCO,7,6
5534,TLAPAPAL,7,11
5535,TLELO,7,0
5536,TOCA,7,0
5537,TOLOZA,7,10
5538,TONCHE,7,23
5539,TONIX,7,12
5540,TORREROS,7,0
5541,TRISTE,7,12
5542,TROLLE,7,0
5543,TUEXI,7,11
5544,TUFIÑO,7,8
5545,TURRUBIATE,7,0
5546,TZAKUM,7,0
5547,TZANAHUA,7,11
5548,UGUES,7,0
5549,URBIOLA,7,10
5550,URVINA,7,7
5551,UZETA,7,9
5552,VALAGUEZ,7,0
5553,VELDUCEA,7,11
5554,VELES,7,10
5555,VELETA,7,13
5556,VIAZCAN,7,7
5557,VILIS,7,0
5558,VINAJA,7,0
5559,VIRRUETA,7,9
5560,VIVES,7,7
5561,VIVIAN,7,7
5562,VQUEZ,7,7
5563,WALDO,7,0
5564,XILOT,7,0
5565,XIQUE,7,0
5566,XOCHITOTOTL,7,0
5567,XOLALTENCO,7,0
5568,XOXOCOTLA,7,0
5569,YAMAMOTO,7,13
5570,YELADAQUI,7,0
5571,YERBES,7,0
5572,YIN,7,0
5573,YUCUPICIO,7,0
5574,YUDICHE,7,6
5575,YUNES,7,0
5576,YURIAR,7,12
5577,YZQUIERDO,7,9
5578,ZABALLA,7,0
5579,ZACARIAZ,7,5
5580,ZAMORAN,7,0
5581,ZAÑUDO,7,0
5582,ZEQUEIDA,7,6
5583,ZEQUEIRA,7,9
5584,ZILLI,7,5
5585,ZUBILLAGA,7,0
5586,ZULAICA,7,7
5587,ZULETA,7,8
5588,ZULOAGA,7,9
5589,ZURROZA,7,0
5590,ABOYTE,6,10
5591,ACU%A,6,5
5592,ADALID,6,0
5593,ADAMS,6,0
5594,AGIS,6,7
5595,AGRIPINO,6,0
5596,AGUILETA,6,8
5597,AHUET,6,0
5598,ALADRO,6,0
5599,ALARID,6,0
5600,ALAYON,6,7
5601,ALDAVA,6,0
5602,ALLIER,6,0
5603,ALMA,6,14
5604,ALVARA,6,0
5605,AMAO,6,5
5606,AMBARIO,6,5
5607,AMERICANO,6,6
5608,AMPARANO,6,19
5609,ANCELMO,6,0
5610,ANCHEITA,6,7
5611,ANGELINO,6,6
5612,ANGLES,6,6
5613,ANSALDO,6,6
5614,APANECATL,6,0
5615,APOSTOL,6,0
5616,APRESA,6,0
5617,ARCIQUE,6,8
5618,ARDAVIN,6,0
5619,ARISPE,6,0
5620,ARIZMENDIZ,6,13
5621,ARMIDA,6,0
5622,AROÑA,6,0
5623,ARRIZON,6,6
5624,ARRONTE,6,0
5625,ARVILLA,6,0
5626,ASPEITIA,6,10
5627,ASTURIANO,6,0
5628,ATRISTAIN,6,0
5629,AUDEVES,6,0
5630,AVECILLAS,6,0
5631,AVELLA,6,8
5632,AVENDA#O,6,0
5633,AYONA,6,8
5634,AYUB,6,5
5635,AYUZO,6,7
5636,AZAIR,6,0
5637,AZANZA,6,0
5638,AZCARATE,6,0
5639,AZCARRAGA,6,0
5640,BALCON,6,0
5641,BALDENEBRO,6,5
5642,BALSIMELLI,6,0
5643,BALTASAR,6,11
5644,BALVANERA,6,7
5645,BARQUIN,6,5
5646,BARRIONUEVO,6,0
5647,BARROS,6,0
5648,BASSO,6,0
5649,BASTAR,6,6
5650,BATREZ,6,0
5651,BEH,6,0
5652,BEJINES,6,0
5653,BELLOS,6,7
5654,BENDE,6,0
5655,BENET,6,0
5656,BERRIDI,6,0
5657,BETTO,6,0
5658,BEYTIA,6,0
5659,BIBRIESCA,6,19
5660,BIU,6,0
5661,BLE,6,0
5662,BOLA¤OS,6,0
5663,BOLDO,6,5
5664,BONALES,6,9
5665,BONIFAS,6,0
5666,BRABATA,6,9
5667,BRIZO,6,0
5668,BUDAR,6,14
5669,CABAL,6,0
5670,CABEZAS,6,7
5671,CAHUA,6,0
5672,CAL,6,10
5673,CALIZ,6,6
5674,CALNACASCO,6,0
5675,CALTEMPA,6,0
5676,CALTZONTZIN,6,0
5677,CALZADILLA,6,7
5678,CALZADILLAS,6,9
5679,CAMERA,6,0
5680,CAMEZ,6,0
5681,CAMOU,6,0
5682,CAMPORREDONDO,6,5
5683,CANELO,6,0
5684,CAPULTITLA,6,0
5685,CARDE#AS,6,5
5686,CARDELL,6,0
5687,CARLO,6,0
5688,CARMELO,6,0
5689,CARRILES,6,7
5690,CASANGO,6,7
5691,CATANEO,6,0
5692,CATEDRAL,6,0
5693,CAZADERO,6,0
5694,CAZAN,6,0
5695,CECILIANO,6,0
5696,CEJAS,6,0
5697,CELESTIN,6,0
5698,CERDIO,6,0
5699,CERMENO,6,5
5700,CERRO,6,0
5701,CESSA,6,5
5702,CHACLAN,6,0
5703,CHANEZ,6,10
5704,CHANTES,6,8
5705,CHAPELA,6,0
5706,CHAVERRI,6,0
5707,CHENG,6,5
5708,CHICUATE,6,11
5709,CHILLOPA,6,11
5710,CHIMALPOPOCA,6,5
5711,CHIÃ¿AS,6,0
5712,CHOCOTECO,6,6
5713,CICOUREL,6,0
5714,CIMENTAL,6,0
5715,CLEOFAS,6,19
5716,COACHE,6,5
5717,COBIX,6,8
5718,COCON,6,6
5719,CODALLOS,6,5
5720,COJITO,6,0
5721,CONSUEGRA,6,11
5722,CONSUELOS,6,8
5723,CORANGUEZ,6,0
5724,CORCUERA,6,12
5725,COSTA,6,0
5726,COTOC,6,8
5727,COUTTOLENC,6,0
5728,COVIS,6,0
5729,COYOHUA,6,6
5730,CRUZADO,6,12
5731,CUACUA,6,0
5732,CUAHUA,6,0
5733,CUAHUTECATL,6,13
5734,CUAN,6,0
5735,CUAPANTECA,6,6
5736,CUATECATL,6,5
5737,CUATEPITZI,6,0
5738,CUAUHTECATL,6,0
5739,CUAXOSPA,6,6
5740,CUAYA,6,6
5741,CUBAS,6,13
5742,CUEL,6,0
5743,CUMI,6,7
5744,CUPA,6,6
5745,CUY,6,7
5746,DAREY,6,0
5747,DE ITA,6,27
5748,DE LA HUERTA,6,9
5749,DE LA LLATA,6,0
5750,DE LA MERCED,6,5
5751,DE LA ORTA,6,0
5752,DE LA TEJA,6,0
5753,DE LABRA,6,17
5754,DE MARCOS,6,5
5755,DE ROBLES,6,0
5756,DE ROMAN,6,0
5757,DE SANTOS,6,5
5758,DECILOS,6,5
5759,DEHARA,6,6
5760,DERRAMADERO,6,0
5761,DESSENS,6,0
5762,DGUEZ,6,10
5763,DILLARZA,6,0
5764,DONGE,6,0
5765,DOURIET,6,0
5766,ECHANOVE,6,5
5767,ECHARTEA,6,9
5768,ECHAVARRI,6,6
5769,ELOISA,6,10
5770,ENGUILO,6,6
5771,ERASTO,6,0
5772,ERRASQUIN,6,0
5773,ESCARTIN,6,7
5774,ESGUERRA,6,0
5775,ESMERALDA,6,13
5776,ESPINOZA DE LOS MONTEROS,6,0
5777,ESQUIBEL,6,11
5778,ESTOPIER,6,7
5779,ESTRELLO,6,7
5780,FAMOSO,6,0
5781,FERRARA,6,11
5782,FERRO,6,6
5783,FIDENCIO,6,10
5784,FIRO,6,0
5785,FLORENZANO,6,0
5786,FRANYUTTI,6,6
5787,FRUTERO,6,0
5788,GABIÑA,6,0
5789,GAISTARDO,6,0
5790,GALARCE,6,7
5791,GALAVIS,6,8
5792,GALGUERA,6,5
5793,GALINA,6,0
5794,GAVILAN,6,5
5795,GAVILANEZ,6,0
5796,GEN,6,0
5797,GENESTA,6,0
5798,GERONES,6,0
5799,GOCHEZ,6,8
5800,GONE,6,12
5801,GONSALEZ,6,8
5802,GOROZPE,6,0
5803,GOUJON,6,0
5804,GOYCOOLEA,6,0
5805,GRACIDAS,6,0
5806,GRAGEOLA,6,5
5807,GRANO,6,16
5808,GROVER,6,0
5809,GRUINTAL,6,5
5810,GUEREÑA,6,5
5811,GUETA,6,0
5812,GUMERCINDO,6,0
5813,GURRUSQUIETA,6,0
5814,GUTIERRES,6,7
5815,HABANA,6,9
5816,HAZA,6,0
5817,HENESTROZA,6,6
5818,HERALDEZ,6,5
5819,HIGINIO,6,6
5820,HUACAL,6,0
5821,HUAPE,6,0
5822,HUERECA,6,8
5823,HUERFANO,6,5
5824,HUERTERO,6,9
5825,HUETO,6,0
5826,HUMO,6,8
5827,ICO,6,11
5828,INOCENTE,6,14
5829,IRABIEN,6,0
5830,IRALA,6,6
5831,IRAZOQUE,6,7
5832,ISABELES,6,7
5833,ISASSI,6,7
5834,ISMERIO,6,5
5835,ISORDIA,6,9
5836,IXTLA,6,0
5837,IZAZAGA,6,12
5838,IZUCAR,6,0
5839,JACALES,6,0
5840,JAIN,6,6
5841,JALIL,6,0
5842,JAMAICA,6,7
5843,JANTES,6,6
5844,JIMAREZ,6,8
5845,JIMENO,6,12
5846,JUAN DE DIOS,6,0
5847,JUANDIEGO,6,0
5848,KALA,6,0
5849,KATT,6,0
5850,KEEL,6,0
5851,LABANA,6,0
5852,LABARRIOS,6,0
5853,LADINO,6,11
5854,LAJUD,6,0
5855,LAMARQUE,6,0
5856,LANGLE,6,0
5857,LANTO,6,0
5858,LATOURNERIE,6,13
5859,LAURENT,6,5
5860,LAURIANO,6,6
5861,LAVANDEROS,6,10
5862,LECOURTOIS,6,0
5863,LEGGS,6,0
5864,LENDECHY,6,8
5865,LEOBARDO,6,0
5866,LEOVIGILDO,6,0
5867,LERA,6,8
5868,LIMETA,6,6
5869,LIO,6,5
5870,LLANEZ,6,0
5871,LOBOS,6,0
5872,LOJERO,6,10
5873,LOMELIN,6,0
5874,LONG,6,0
5875,LORENZANO,6,0
5876,LOW,6,8
5877,LUCIAN,6,0
5878,LUERA,6,0
5879,LUIZ,6,7
5880,MACARENA,6,6
5881,MAEDA,6,0
5882,MALACATE,6,0
5883,MALACON,6,0
5884,MALLOZZI,6,0
5885,MANGA,6,0
5886,MARCELEÑO,6,5
5887,MARIANITO,6,5
5888,MARIAUD,6,0
5889,MARIZ,6,0
5890,MAYAHUA,6,6
5891,MAZUN,6,10
5892,MECINAS,6,0
5893,MELLIN,6,6
5894,MENDICUTI,6,7
5895,MENECES,6,9
5896,MERCADER,6,0
5897,MILACATL,6,0
5898,MILANES,6,0
5899,MILPA,6,0
5900,MIMBELA,6,0
5901,MINDER,6,0
5902,MOISES,6,0
5903,MOJARRAS,6,0
5904,MOJON,6,0
5905,MOLGADO,6,5
5906,MOLOHUA,6,0
5907,MONTA¤O,6,0
5908,MONTAÐO,6,15
5909,MORANTES,6,10
5910,MORCILLO,6,13
5911,MORRUGARES,6,0
5912,MOSCOSA,6,5
5913,MOYRON,6,12
5914,MOZON,6,5
5915,MULLER,6,0
5916,MÉNDEZ,6,0
5917,NABTE,6,5
5918,NACUD,6,0
5919,NAFFATE,6,0
5920,NAHUACATL,6,0
5921,NAKAMURA,6,0
5922,NANGULLASMU,6,0
5923,NARIO,6,11
5924,NAVAR,6,9
5925,NEAVES,6,5
5926,NEMECIO,6,0
5927,NERIO,6,8
5928,NIAVES,6,0
5929,NICACIO,6,5
5930,NIGOA,6,0
5931,NOCELO,6,0
5932,NOXPANCO,6,0
5933,OBLE,6,0
5934,ODILON,6,6
5935,OJENDIS,6,7
5936,OMAÐA,6,0
5937,OROZPE,6,5
5938,ORRIN,6,0
5939,ORTUNO,6,8
5940,OSTIGUIN,6,6
5941,PAAT,6,0
5942,PADRENAN,6,0
5943,PAIS,6,7
5944,PALA,6,8
5945,PANALES,6,6
5946,PANCHO,6,13
5947,PAREDEZ,6,10
5948,PARRAO,6,6
5949,PARRAZAL,6,0
5950,PASAFLORES,6,7
5951,PASALAGUA,6,5
5952,PASAYE,6,0
5953,PASCUALENO,6,0
5954,PASQUETT,6,0
5955,PATLANI,6,0
5956,PAYEN,6,0
5957,PEBA,6,0
5958,PENAFLOR,6,0
5959,PERUYERO,6,5
5960,PIEDRAGIL,6,9
5961,PIERRE,6,0
5962,PINEIRO,6,8
5963,PIRIN,6,0
5964,PIZAÑO,6,0
5965,PLACERES,6,7
5966,PORRAZ,6,0
5967,POZADA,6,0
5968,PREN,6,5
5969,PRIANTI,6,6
5970,PRO,6,0
5971,PROM,6,0
5972,PROO,6,0
5973,QUEZADAS,6,10
5974,RASSO,6,0
5975,RAZ,6,0
5976,REALIVAZQUEZ,6,0
5977,REMENTERIA,6,6
5978,RICANO,6,5
5979,RICCI,6,0
5980,RIVERON,6,0
5981,ROBALDINO,6,0
5982,ROMANILLO,6,0
5983,RONDAN,6,7
5984,ROSSO,6,7
5985,ROY,6,5
5986,RUEZGA,6,8
5987,RUISECO,6,5
5988,RUIZ FLORES,6,0
5989,RULE,6,0
5990,RUMUALDO,6,0
5991,SABANERO,6,6
5992,SABORI,6,0
5993,SAID,6,0
5994,SALA,6,11
5995,SALMAN,6,0
5996,SALORIO,6,0
5997,SAM,6,5
5998,SAMBERINO,6,0
5999,SAMPIERI,6,8
6000,SANSON,6,7
6001,SANTIAGUILLO,6,5
6002,SANTOY,6,5
6003,SANZON,6,0
6004,SARABIO,6,10
6005,SCHEZ,6,9
6006,SEAÑEZ,6,5
6007,SEEFOO,6,0
6008,SEPTIMO,6,0
6009,SERDAN,6,5
6010,SEVILLANO,6,6
6011,SILVEYRA,6,9
6012,SILVIANO,6,5
6013,SOLABAC,6,0
6014,SOMOHANO,6,0
6015,SOUBERBIELLE,6,0
6016,STIRK,6,0
6017,SUCHITE,6,5
6018,TABLADA,6,0
6019,TABLEROS,6,8
6020,TACIAS,6,0
6021,TAHUILAN,6,0
6022,TALLES,6,0
6023,TAPIZ,6,9
6024,TECAMACHALTZI,6,0
6025,TECUATL,6,0
6026,TEPANGO,6,0
6027,TEPEQUE,6,0
6028,TEQUIHUATLE,6,0
6029,TERMINEL,6,6
6030,TESILLOS,6,14
6031,TEXCO,6,0
6032,TEXOCOTITLA,6,10
6033,TIMOTEO,6,10
6034,TINAJERA,6,0
6035,TISCARE%O,6,0
6036,TIXTECO,6,8
6037,TIZAPANTZI,6,9
6038,TLAIXCO,6,7
6039,TLALI,6,9
6040,TLALPAN,6,0
6041,TLAPALAMATL,6,0
6042,TLEHUACTLE,6,6
6043,TOCOHUA,6,0
6044,TOLANO,6,6
6045,TONACATL,6,0
6046,TONDOPO,6,0
6047,TORRECILLA,6,14
6048,TORRERO,6,7
6049,TOVALIN,6,5
6050,TOZAME,6,0
6051,TRANCOSO,6,5
6052,TRANQUILINO,6,6
6053,TRESS,6,0
6054,TREVERA,6,6
6055,TROCHE,6,5
6056,TURCOTT,6,0
6057,TURRENT,6,0
6058,TZEL,6,6
6059,TZUN,6,0
6060,URDAPILLETA,6,0
6061,URGELL,6,6
6062,URIOSTIGUE,6,0
6063,URQUIDES,6,5
6064,VALBUENA,6,0
6065,VALDELAMAR,6,14
6066,VALDEOLIVAR,6,10
6067,VALENTINO,6,14
6068,VARELAS,6,5
6069,VASCO,6,6
6070,VERANO,6,0
6071,VERDEL,6,0
6072,VICUNA,6,6
6073,VIDANA,6,7
6074,VIGURI,6,5
6075,VILLAGRA,6,0
6076,VILLALAZ,6,6
6077,VILLASALDO,6,0
6078,VILLASE#OR,6,6
6079,VILLAURRUTIA,6,0
6080,VILLERIAS,6,0
6081,VITINIO,6,9
6082,VON,6,0
6083,WARD,6,0
6084,XACA,6,6
6085,YERA,6,6
6086,YERBAFRIA,6,0
6087,YOBAL,6,0
6088,YUEN,6,5
6089,ZACAPA,6,0
6090,ZAMANO,6,9
6091,ZAPIAIN,6,12
6092,ZAPOTECAS,6,0
6093,ZARIÑANA,6,0
6094,ZEINOS,6,0
6095,ZEVADA,6,0
6096,ZIB,6,0
6097,ZMERY,6,0
6098,ÑONTHE,6,9
6099,AARON,5,7
6100,ABALOS,5,5
6101,ABAM,5,0
6102,ACAL,5,5
6103,ACHACH,5,7
6104,ADAILE,5,0
6105,ADAUTA,5,0
6106,ADDAUTO,5,0
6107,AGOSTO,5,8
6108,AGUA,5,0
6109,AGUEDA,5,9
6110,AGUIÑA,5,10
6111,AGUIÑIGA,5,0
6112,AIVAR,5,9
6113,ALANUZA,5,0
6114,ALDAIZ,5,0
6115,ALDAPA,5,0
6116,ALE,5,5
6117,ALFERES,5,9
6118,ALFONSIN,5,0
6119,ALMUINA,5,11
6120,ALPUIN,5,0
6121,ALVELAIS,5,0
6122,ALVINO,5,0
6123,ALVIZURI,5,7
6124,AMA,5,0
6125,AMBROS,5,0
6126,ANA,5,45
6127,ANDUJO,5,11
6128,ANGUIS,5,5
6129,ANLEU,5,10
6130,ANONALES,5,0
6131,ANTA!O,5,11
6132,ANTEMATE,5,0
6133,ANZASTIGA,5,0
6134,ARBIOL,5,0
6135,ARBOLEYDA,5,0
6136,ARCHULETA,5,6
6137,ARCURI,5,0
6138,ARENA,5,5
6139,ARICEAGA,5,0
6140,ARIGUZNAGA,5,0
6141,ARISTEO,5,7
6142,ARMADILLO,5,0
6143,ARNULFO,5,0
6144,ARREARAN,5,7
6145,ARREZOLA,5,5
6146,ARRIERO,5,0
6147,ASCACIO,5,6
6148,ASCONA,5,0
6149,ASPERICUETA,5,0
6150,ASTIVIA,5,0
6151,ATENCIO,5,0
6152,AULIS,5,0
6153,AURIOLES,5,0
6154,AUSTIN,5,0
6155,AVECHUCO,5,0
